dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03840557558668984,adam,16,static,10,0,0,1,1,9,False,0.7468888888888889,0.612,0.999
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03708340730766455,adam,16,static,10,0,0,1,1,11,False,0.7571111111111111,0.626,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04725608637597826,adam,16,static,10,15,0,1,1,1,False,0.6742222222222222,0.625,0.101
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0471058667798837,adam,16,static,10,13,0,1,1,3,False,0.6795555555555556,0.629,0.125
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04603614918059773,adam,16,static,10,11,0,1,1,5,False,0.6873333333333334,0.615,0.236
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.043206916865375304,adam,16,static,10,9,0,1,1,7,False,0.7187777777777777,0.611,0.51
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.040455238097243836,adam,16,static,10,7,0,1,1,9,False,0.7484444444444445,0.617,0.814
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.037407945404450096,adam,16,static,10,5,0,1,1,11,False,0.7703333333333333,0.643,0.957
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04753444111016061,adam,16,static,10,7,0,1,1,1,False,0.6756666666666666,0.628,0.123
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.044847168899244734,adam,16,static,10,6,0,1,1,3,False,0.6982222222222222,0.614,0.289
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0429365883535809,adam,16,static,10,5,0,1,1,5,False,0.7218888888888889,0.627,0.551
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03977680516077412,adam,16,static,10,4,0,1,1,7,False,0.7427777777777778,0.624,0.944
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.040208203189902834,adam,16,static,10,3,0,1,1,9,False,0.7426666666666667,0.617,0.935
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03795074654287762,adam,16,static,10,2,0,1,1,11,False,0.7576666666666667,0.612,0.995
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.044412845124801,adam,16,static,10,0,0,1,1,1,False,0.6961111111111111,0.625,0.314
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04072616944710414,adam,16,static,10,0,0,1,1,3,False,0.7405555555555555,0.61,0.901
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03808436336451106,adam,16,static,10,0,0,1,1,5,False,0.7542222222222222,0.608,0.999
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03729805653790633,adam,16,static,10,0,0,1,1,7,False,0.7612222222222222,0.622,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.036492409047153264,adam,16,static,10,0,0,1,1,9,False,0.7642222222222222,0.634,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.033666558537218304,adam,16,static,10,0,0,1,1,11,False,0.7873333333333333,0.649,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04647920533352428,adam,16,static,10,15,0,1,1,1,False,0.6852222222222222,0.628,0.118
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.046193139496776794,adam,16,static,10,13,0,1,1,3,False,0.6821111111111111,0.612,0.199
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04415651016765171,adam,16,static,10,11,0,1,1,5,False,0.7024444444444444,0.605,0.422
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03974402135776149,adam,16,static,10,9,0,1,1,7,False,0.7558888888888889,0.619,0.9
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.038083860730131466,adam,16,static,10,7,0,1,1,9,False,0.7633333333333333,0.642,0.999
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.0352207518203391,adam,16,static,10,5,0,1,1,11,False,0.7785555555555556,0.633,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04113755712575383,adam,16,static,10,7,0,1,1,1,False,0.7346666666666667,0.631,0.643
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.04037807884812355,adam,16,static,10,6,0,1,1,3,False,0.7471111111111111,0.611,0.94
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.038949621548255285,adam,16,static,10,5,0,1,1,5,False,0.7544444444444445,0.601,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03573133435183101,adam,16,static,10,4,0,1,1,7,False,0.7736666666666666,0.637,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.03787973922987779,adam,16,static,10,3,0,1,1,9,False,0.7512222222222222,0.625,1.0
cifar10,False,False,42,0.1,top-left,1,0.2,0,0.035534705463382936,adam,16,static,10,2,0,1,1,11,False,0.7686666666666667,0.661,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.041652642985184986,adam,16,static,10,0,0,1,1,1,False,0.7314444444444445,0.604,0.746
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.038833130781849225,adam,16,static,10,0,0,1,1,3,False,0.7542222222222222,0.621,0.989
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03783416293727027,adam,16,static,10,0,0,1,1,5,False,0.7563333333333333,0.629,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03582300355533759,adam,16,static,10,0,0,1,1,7,False,0.7694444444444445,0.633,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.035149369860688846,adam,16,static,10,0,0,1,1,9,False,0.7735555555555556,0.643,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.035437023126416736,adam,16,static,10,0,0,1,1,11,False,0.7713333333333333,0.651,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04736919174922837,adam,16,static,10,15,0,1,1,1,False,0.6763333333333333,0.614,0.138
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.044518310881323284,adam,16,static,10,13,0,1,1,3,False,0.6945555555555556,0.611,0.238
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04138779437873098,adam,16,static,10,11,0,1,1,5,False,0.7356666666666667,0.639,0.543
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03831325786809126,adam,16,static,10,9,0,1,1,7,False,0.7677777777777778,0.64,0.93
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.037279830298489997,adam,16,static,10,7,0,1,1,9,False,0.7675555555555555,0.644,0.998
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.035780384464396374,adam,16,static,10,5,0,1,1,11,False,0.7752222222222223,0.646,0.999
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.04263510477542877,adam,16,static,10,7,0,1,1,1,False,0.7255555555555555,0.585,0.931
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.039771108071009316,adam,16,static,10,6,0,1,1,3,False,0.748,0.622,0.992
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.038468407953778906,adam,16,static,10,5,0,1,1,5,False,0.7518888888888889,0.631,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.038488680849472684,adam,16,static,10,4,0,1,1,7,False,0.7503333333333333,0.638,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.03521781085431576,adam,16,static,10,3,0,1,1,9,False,0.7761111111111111,0.649,1.0
cifar10,False,False,42,0.1,top-left,1,0.3,0,0.034504625100228524,adam,16,static,10,2,0,1,1,11,False,0.7808888888888889,0.651,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.042934025421738624,adam,16,flash,10,0,0,0,1,1,False,0.7237777777777777,0.602,0.974
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0408350921008322,adam,16,flash,10,0,0,0,1,2,False,0.7332222222222222,0.61,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04163938986758391,adam,16,flash,10,0,0,0,1,3,False,0.7255555555555555,0.583,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.041313751907812224,adam,16,flash,10,0,0,0,1,4,False,0.7221111111111111,0.606,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04238449272347821,adam,16,flash,10,0,0,0,1,5,False,0.707,0.602,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.041250056329700684,adam,16,flash,10,0,0,0,1,6,False,0.7191111111111111,0.599,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0419272336413463,adam,16,flash,10,0,0,0,1,7,False,0.7108888888888889,0.588,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04134958068529765,adam,16,flash,10,0,0,0,1,8,False,0.7154444444444444,0.602,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0459810206807322,adam,16,flash,10,15,0,0,1,1,False,0.6833333333333333,0.638,0.133
